,#,Dátum,Év,Város,Utca,Keresztutca,Kimenetel,Baleset típus,Ok-csoport,Ok,LAT,LON,Meghaltak,Súlyos,Könnyű,Résztvevők száma,Baleset típus főcsoport,Súlyosság,geometry
809,14729,2016-06-03,2016,Budapest VIII. kerület,elnök utca,magyarok nagyasszonya tér,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4806361111111,19.0941555555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0941555555556 47.4806361111111)
810,14734,2016-06-03,2016,Budapest VIII. kerület,diószegi sámuel utca,csobánc utca,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4809777777778,19.0933972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0933972222222 47.4809777777778)
811,14750,2016-06-04,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Szembe haladó járművek ütközése, legalább az egyik résztvevő kanyarodik vagy megfordul",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.499675,19.0916916666667,0,0,2,2,jármű-jármű,2.0,POINT (19.0916916666667 47.499675)
812,14765,2016-06-06,2016,Budapest VIII. kerület,könyves kálmán körút,vajda péter utca,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4753361111111,19.0981444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0981444444444 47.4753361111111)
813,14787,2016-06-07,2016,Budapest VIII. kerület,baross utca,illés utca,könnyű sérüléses,"Szembe haladó járművek ütközése útkereszteződésben, az egyik résztvevő BALRA kanyarodik","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4891222222222,19.0804444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0804444444444 47.4891222222222)
814,14788,2016-06-07,2016,Budapest VIII. kerület,kőbányai út,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4866722222222,19.1070472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.1070472222222 47.4866722222222)
815,14794,2016-06-08,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4862777777778,19.0905805555556,0,0,1,2,gyalogos,1.0,POINT (19.092743327566204 47.485557282690465)
816,14804,2016-06-09,2016,Budapest VIII. kerület,kisfaludy utca,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,egyéb,"figyelmetlen, gondatlan vezetés",47.48901666666669,19.0720888888889,0,0,1,1,gyalogos,1.0,POINT (19.0720888888889 47.48901666666669)
817,14805,2016-06-09,2016,Budapest VIII. kerület,múzeum körút,,könnyű sérüléses,ütközés párhuzamosan egymás mellett haladó járművek között,egyéb,egyéb,47.4938527777778,19.06035,0,0,1,2,jármű-jármű,1.0,POINT (19.06035 47.4938527777778)
818,14809,2016-06-09,2016,Budapest VIII. kerület,üllői út,,könnyű sérüléses,Egyéb baleset azonos irányba egyenesen haladó járművek között,egyéb,egyéb,47.4853444444444,19.0713083333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0713083333333 47.4853444444444)
819,14841,2016-06-12,2016,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4894861111111,19.0620555555556,0,0,1,3,jármű-jármű,1.0,POINT (19.0620555555556 47.4894861111111)
820,14851,2016-06-13,2016,Budapest VIII. kerület,nagy fuvaros utca,,súlyos sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.49221666666669,19.0788222222222,0,1,0,2,gyalogos,5.0,POINT (19.0788222222222 47.49221666666669)
821,14853,2016-06-14,2016,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4991055555556,19.0780527777778,0,1,0,1,egy jármű,5.0,POINT (19.0780527777778 47.4991055555556)
822,14879,2016-06-15,2016,Budapest VIII. kerület,dobozi utca,,könnyű sérüléses,ütközés tolató járművel,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.4926361111111,19.0861555555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0861555555556 47.4926361111111)
823,14951,2016-06-21,2016,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,Azonos irányból érkező járművek ütközése az egyik jármű megfordul,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan megfordulás,47.4984944444444,19.0809111111111,0,0,1,2,jármű-jármű,1.0,POINT (19.0809111111111 47.4984944444444)
824,14954,2016-06-22,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",egyéb,47.4995222222222,19.084975,0,0,1,2,jármű-jármű,1.0,POINT (19.084975 47.4995222222222)
825,14979,2016-06-22,2016,Budapest VIII. kerület,nagy fuvaros utca,,könnyű sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4945222222222,19.0770055555556,0,0,1,1,jármű-jármű,1.0,POINT (19.0770055555556 47.4945222222222)
826,14988,2016-06-23,2016,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4975972222222,19.0723972222222,0,1,0,1,gyalogos,5.0,POINT (19.0723972222222 47.4975972222222)
827,15039,2016-06-27,2016,Budapest VIII. kerület,rákóczi út,,súlyos sérüléses,Egyéb egyjárműves (magányos) közlekedési baleset,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4943527777778,19.0604916666667,0,1,0,1,egy jármű,5.0,POINT (19.0604916666667 47.4943527777778)
828,15064,2016-06-29,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4962444444444,19.0704333333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0704333333333 47.4962444444444)
829,15065,2016-06-29,2016,Budapest VIII. kerület,stróbl alajos utca,hungária körút,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.49741388888891,19.1018722222222,0,0,1,2,jármű-jármű,1.0,POINT (19.1018722222222 47.49741388888891)
830,15106,2016-07-02,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4927416666667,19.0710083333333,0,0,1,2,jármű-jármű,1.0,POINT (19.0710083333333 47.4927416666667)
831,15116,2016-07-04,2016,Budapest VIII. kerület,illés utca,,könnyű sérüléses,"Egyéb, várakozó járműnek ütközés",egyéb,egyéb,47.4869694444444,19.0851472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0851472222222 47.4869694444444)
832,15130,2016-07-05,2016,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,Egyéb közlekedési baleset gyalogossal,gyalogosok hibája,"vigyázatlan, hirtelen lelépés az úttestre",47.4865555555556,19.1074888888889,0,0,1,2,gyalogos,1.0,POINT (19.1074888888889 47.4865555555556)
833,15137,2016-07-05,2016,Budapest VIII. kerület,kőris utca,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4872083333333,19.0923472222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0923472222222 47.4872083333333)
834,15140,2016-07-05,2016,Budapest VIII. kerület,baross utca,,könnyű sérüléses,Gyalogos elütése útkereszteződésben kijelölt gyalogos-átkelőhelyen,gyalogosok hibája,tilos jelzésen való áthaladás,47.4887222222222,19.0840666666667,0,0,1,2,gyalogos,1.0,POINT (19.0840666666667 47.4887222222222)
835,15152,2016-07-06,2016,Budapest VIII. kerület,dankó utca,magdolna utca,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a jobbról érkező járműnek,47.4903166666667,19.0831055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.0831055555556 47.4903166666667)
836,15165,2016-07-07,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Keresztirányból érkező járművek ütközése, az egyik jármű BALRA  kanyarodik.","irányváltoztatási, haladási, bekanyarodási hiba",a balra kanyarodó jármű vezetője a  szemben egyenesen haladó és jobbra kanyarodó járműnek nem biztosított elsőbbséget,47.4995222222222,19.084975,0,0,1,2,jármű-jármű,1.0,POINT (19.084975 47.4995222222222)
837,15187,2016-07-09,2016,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.479875,19.1018472222222,0,0,3,2,jármű-jármű,3.0,POINT (19.1018472222222 47.479875)
838,15190,2016-07-09,2016,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4969,19.0699055555556,0,0,1,3,jármű-jármű,1.0,POINT (19.0699055555556 47.4969)
839,15228,2016-07-13,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4995361111111,19.0832972222222,0,0,1,1,gyalogos,1.0,POINT (19.0832972222222 47.4995361111111)
840,15234,2016-07-14,2016,Budapest VIII. kerület,józsef körút,,könnyű sérüléses,Egyéb szembe haladó járművek ütközése,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4901166666667,19.0703972222222,0,0,1,2,jármű-jármű,1.0,POINT (19.0703972222222 47.4901166666667)
841,15273,2016-07-17,2016,Budapest VIII. kerület,józsef körút,erzsébet körút,súlyos sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4962444444444,19.0704333333333,0,1,0,2,jármű-jármű,5.0,POINT (19.0704333333333 47.4962444444444)
842,15308,2016-07-20,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,Szilárd tárgynak ütközés az útpályán,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4858972222222,19.0926888888889,0,0,1,1,egy jármű,1.0,POINT (19.0926888888889 47.4858972222222)
843,15314,2016-07-20,2016,Budapest VIII. kerület,kőbányai út,,súlyos sérüléses,Gyalogos elütése útkereszteződésen kívül,"irányváltoztatási, haladási, bekanyarodási hiba",szabálytalan hátramenet,47.488225,19.1005722222222,0,1,0,1,gyalogos,5.0,POINT (19.1005722222222 47.488225)
844,15326,2016-07-20,2016,Budapest VIII. kerület,üllői út,,súlyos sérüléses,Menetirány szerint a JOBB oldalon várakozó járműnek ütközés,sebesség nem megfelelő alkalmazása,"az útviszonyokhoz (az út vonalvezetéséhez, útburkolat minőségéhez)",47.4768305555556,19.0956555555556,0,1,0,2,jármű-jármű,5.0,POINT (19.0956555555556 47.4768305555556)
845,15339,2016-07-21,2016,Budapest VIII. kerület,korányi sándor utca,,könnyű sérüléses,"Egyéb keresztirányból érkező, kanyarodó járműütközések",elsőbbség meg nem adása,egyéb,47.4835083333333,19.085225,0,0,1,2,jármű-jármű,1.0,POINT (19.085225 47.4835083333333)
846,15358,2016-07-23,2016,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4753361111111,19.0981444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0981444444444 47.4753361111111)
847,15359,2016-07-23,2016,Budapest VIII. kerület,fiumei út,,könnyű sérüléses,"Gyalogos elütése nem útkereszteződésben, kijelölt gyalogos-átkelőhelyen",gyalogosok hibája,tilos jelzésen való áthaladás,47.4958916666667,19.0836,0,0,1,2,gyalogos,1.0,POINT (19.0836 47.4958916666667)
848,15374,2016-07-25,2016,Budapest VIII. kerület,üllői út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4855972222222,19.0707583333333,0,0,2,3,jármű-jármű,2.0,POINT (19.0707583333333 47.4855972222222)
849,15392,2016-07-27,2016,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,Azonos irányból érkező járművek ütközése a belső sávban haladó jármű JOBBRA kanyarodik,"irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4944583333333,19.0609444444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0609444444444 47.4944583333333)
850,15438,2016-07-30,2016,Budapest VIII. kerület,baross tér,,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",egyéb,"rendőr, vagy lámpa jelzésre nem állt  meg",47.4996305555556,19.0829194444444,0,0,1,2,jármű-jármű,1.0,POINT (19.0829194444444 47.4996305555556)
851,15439,2016-07-30,2016,Budapest VIII. kerület,kálvin tér,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt",sebesség nem megfelelő alkalmazása,a forgalmi viszonyokhoz,47.4897472222222,19.0618416666667,0,0,6,2,jármű-jármű,6.0,POINT (19.0618416666667 47.4897472222222)
852,15441,2016-07-30,2016,Budapest VIII. kerület,hungária körút,,súlyos sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",forgalmi sáv szabálytalan változtatása,47.4904277777778,19.1087555555556,0,1,0,2,jármű-jármű,5.0,POINT (19.1087555555556 47.4904277777778)
853,15484,2016-08-03,2016,Budapest VIII. kerület,orczy út,,könnyű sérüléses,"Egyéb, azonos irányba haladó kanyarodó járművek  ütközése.","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4830305555556,19.0933194444444,0,0,1,3,jármű-jármű,1.0,POINT (19.0933194444444 47.4830305555556)
854,15515,2016-08-05,2016,Budapest VIII. kerület,könyves kálmán körút,,könnyű sérüléses,Utoléréses ütközés két vagy több mozgásban lévő résztvevővel,"irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.48515,19.1064055555556,0,0,1,2,jármű-jármű,1.0,POINT (19.1064055555556 47.48515)
855,15532,2016-08-06,2016,Budapest VIII. kerület,rákóczi út,,könnyű sérüléses,"Utoléréses baleset két vagy több résztvevővel, az egyik megállt","irányváltoztatási, haladási, bekanyarodási hiba",követés távolság be nem tartása,47.4950527777778,19.0633194444444,0,0,1,3,jármű-jármű,1.0,POINT (19.0633194444444 47.4950527777778)
856,15592,2016-08-12,2016,Budapest VIII. kerület,nagy fuvaros utca,,súlyos sérüléses,"A menetirány szerint JOBB oldalon álló, várakozó jármű, egyéb akadály előtt (mögött) áthaladó gyalogos elütése",gyalogosok hibája,"álló jármű vagy oszlop (fa, egyéb akadály) előtt való áthaladás",47.4929972222222,19.0782333333333,0,1,0,2,gyalogos,5.0,POINT (19.0782333333333 47.4929972222222)
857,15593,2016-08-12,2016,Budapest VIII. kerület,népszínház utca,teleki lászló tér,könnyű sérüléses,"Keresztirányból érkező, egyenesen haladó járművek ütközése",elsőbbség meg nem adása,a közúti jelzőtáblák utasítása ellenére,47.4946722222222,19.0774666666667,0,0,1,2,jármű-jármű,1.0,POINT (19.0774666666667 47.4946722222222)
858,15596,2016-08-12,2016,Budapest VIII. kerület,kerepesi út,,könnyű sérüléses,Gyalogos elütése útkereszteződésen kívül,gyalogosok hibája,tiltott helyen való áthaladás,47.4996666666667,19.0883305555556,0,0,1,2,gyalogos,1.0,POINT (19.0883305555556 47.4996666666667)
859,15606,2016-08-14,2016,Budapest VIII. kerület,üllői út,,súlyos sérüléses,"Egyéb szembe haladó, kanyarodó járművek ütközése","irányváltoztatási, haladási, bekanyarodási hiba",nem a kijelölt forgalmi sávban való közlekedés,47.4800083333333,19.0865722222222,0,1,1,2,jármű-jármű,6.0,POINT (19.0865722222222 47.4800083333333)
